trial,rider,path,path_time,n_orders,delta_mean,delta_min,delta_max
trial 70,rider 2,path 2,17,1,-19.0,-19,-19
trial 70,rider 2,path 3,9,1,-12.0,-12,-12
trial 70,rider 3,path 1,23,1,-16.0,-16,-16
trial 70,rider 3,path 2,42,4,-2.25,-13,6
trial 71,rider 1,path 1,21,1,-17.0,-17,-17
trial 71,rider 1,path 2,40,4,3.5,-14,13
trial 71,rider 2,path 1,27,1,-14.0,-14,-14
trial 71,rider 2,path 2,21,1,-17.0,-17,-17
trial 71,rider 2,path 3,31,3,-3.3333333333333335,-13,10
trial 71,rider 3,path 1,31,2,-10.5,-13,-8
trial 71,rider 3,path 2,23,1,-16.0,-16,-16
trial 72,rider 1,path 1,32,3,-6.666666666666667,-22,10
trial 72,rider 1,path 2,39,3,-1.6666666666666667,-12,10
trial 72,rider 2,path 1,17,1,-19.0,-19,-19
trial 72,rider 2,path 2,23,1,-16.0,-16,-16
trial 72,rider 2,path 3,15,1,-20.0,-20,-20
trial 72,rider 3,path 1,27,1,-14.0,-14,-14
trial 72,rider 3,path 2,42,3,-7.0,-15,5
trial 73,rider 1,path 1,21,1,-17.0,-17,-17
trial 73,rider 1,path 2,31,2,-12.5,-18,-7
trial 73,rider 2,path 1,11,1,-22.0,-22,-22
trial 73,rider 2,path 2,23,1,-9.0,-9,-9
trial 73,rider 2,path 3,59,6,13.0,-3,34
trial 73,rider 3,path 1,29,1,-13.0,-13,-13
trial 73,rider 3,path 2,27,1,-14.0,-14,-14
trial 74,rider 1,path 1,9,1,-23.0,-23,-23
trial 74,rider 1,path 2,33,2,-12.5,-19,-6
trial 74,rider 1,path 3,39,4,10.0,-8,25
trial 74,rider 2,path 1,19,1,-18.0,-18,-18
trial 74,rider 2,path 2,23,1,-16.0,-16,-16
trial 74,rider 2,path 3,36,2,6.0,3,9
trial 74,rider 3,path 1,19,1,-18.0,-18,-18
trial 74,rider 3,path 2,25,1,-13.0,-13,-13
trial 75,rider 1,path 1,25,2,-13.5,-18,-9
trial 75,rider 1,path 2,17,1,-19.0,-19,-19
trial 75,rider 2,path 1,27,1,-14.0,-14,-14
trial 75,rider 2,path 2,19,1,-18.0,-18,-18
trial 75,rider 3,path 1,23,1,-16.0,-16,-16
trial 75,rider 3,path 2,57,7,6.142857142857143,-8,22
trial 76,rider 1,path 1,17,1,-19.0,-19,-19
trial 76,rider 1,path 2,21,1,-16.0,-16,-16
trial 76,rider 1,path 3,26,2,-12.5,-19,-6
trial 76,rider 2,path 1,25,1,-15.0,-15,-15
trial 76,rider 2,path 2,43,3,-1.3333333333333333,-11,11
trial 76,rider 3,path 1,17,1,-19.0,-19,-19
trial 76,rider 3,path 2,24,2,-14.0,-21,-7
trial 76,rider 3,path 3,32,2,-11.0,-16,-6
trial 77,rider 1,path 1,23,2,-14.5,-17,-12
trial 77,rider 1,path 2,32,4,-11.25,-23,3
trial 77,rider 2,path 1,17,1,-19.0,-19,-19
trial 77,rider 2,path 2,27,1,-14.0,-14,-14
trial 77,rider 3,path 1,21,1,-17.0,-17,-17
trial 77,rider 3,path 2,23,1,-16.0,-16,-16
trial 77,rider 3,path 3,35,3,-2.6666666666666665,-7,3
trial 78,rider 1,path 1,9,1,-23.0,-23,-23
trial 78,rider 1,path 2,34,2,-12.0,-20,-4
trial 78,rider 1,path 3,43,3,-7.333333333333333,-18,6
trial 78,rider 2,path 1,17,1,-19.0,-19,-19
trial 78,rider 2,path 2,13,1,-21.0,-21,-21
trial 78,rider 2,path 3,31,2,-11.0,-16,-6
trial 78,rider 3,path 1,23,1,-16.0,-16,-16
trial 78,rider 3,path 2,36,2,-13.5,-21,-6
trial 79,rider 1,path 1,11,1,-22.0,-22,-22
trial 79,rider 1,path 2,31,2,-12.0,-17,-7
trial 79,rider 1,path 3,21,1,-17.0,-17,-17
trial 79,rider 2,path 1,28,2,-14.5,-20,-9
trial 79,rider 2,path 2,13,1,-20.0,-20,-20
trial 79,rider 2,path 3,27,1,-5.0,-5,-5
trial 79,rider 3,path 1,19,1,-18.0,-18,-18
trial 79,rider 3,path 2,47,4,-5.75,-20,9
trial 80,rider 1,path 1,29,2,-12.0,-14,-10
trial 80,rider 1,path 2,34,3,-0.6666666666666666,-16,9
trial 80,rider 2,path 1,33,3,-9.666666666666666,-19,-2
trial 80,rider 2,path 2,13,1,-21.0,-21,-21
trial 80,rider 2,path 3,19,1,-11.0,-11,-11
trial 80,rider 3,path 1,23,1,-16.0,-16,-16
trial 80,rider 3,path 2,23,1,-16.0,-16,-16
trial 80,rider 3,path 3,27,1,-11.0,-11,-11
trial 81,rider 1,path 1,7,1,-24.0,-24,-24
trial 81,rider 1,path 2,23,1,-16.0,-16,-16
trial 81,rider 1,path 3,35,4,-2.5,-15,14
trial 81,rider 2,path 1,23,1,-16.0,-16,-16
trial 81,rider 2,path 2,38,4,-4.25,-23,8
trial 81,rider 3,path 1,23,1,-16.0,-16,-16
trial 81,rider 3,path 2,27,1,-10.0,-10,-10
trial 82,rider 1,path 1,11,1,-22.0,-22,-22
trial 82,rider 1,path 2,21,1,-17.0,-17,-17
trial 82,rider 1,path 3,41,4,0.5,-23,23
trial 82,rider 2,path 1,36,3,-11.666666666666666,-21,-1
trial 82,rider 3,path 1,37,3,-5.666666666666667,-13,2
trial 82,rider 3,path 2,9,1,-23.0,-23,-23
trial 83,rider 1,path 1,29,2,-9.0,-14,-4
trial 83,rider 2,path 1,13,1,-21.0,-21,-21
trial 83,rider 2,path 2,25,1,-15.0,-15,-15
trial 83,rider 2,path 3,53,5,2.4,-21,27
trial 83,rider 3,path 1,29,1,-13.0,-13,-13
trial 83,rider 3,path 2,40,3,-6.0,-14,1
trial 84,rider 1,path 1,15,1,-20.0,-20,-20
trial 84,rider 1,path 2,9,1,-23.0,-23,-23
trial 84,rider 1,path 3,24,2,-13.0,-16,-10
trial 84,rider 1,path 4,43,4,5.25,-10,24
trial 84,rider 2,path 1,21,1,-17.0,-17,-17
trial 84,rider 2,path 2,27,1,-14.0,-14,-14
trial 84,rider 3,path 1,27,1,-14.0,-14,-14
trial 84,rider 3,path 2,28,2,-13.0,-17,-9
trial 85,rider 1,path 1,25,1,-15.0,-15,-15
trial 85,rider 1,path 2,32,2,-8.5,-11,-6
trial 85,rider 2,path 1,27,1,-14.0,-14,-14
trial 85,rider 2,path 2,27,1,-14.0,-14,-14
trial 85,rider 2,path 3,13,1,-3.0,-3,-3
trial 85,rider 3,path 1,25,1,-15.0,-15,-15
trial 85,rider 3,path 2,51,6,-4.833333333333333,-21,9
trial 86,rider 1,path 1,11,1,-22.0,-22,-22
trial 86,rider 1,path 2,45,4,0.0,-6,14
trial 86,rider 2,path 1,15,1,-20.0,-20,-20
trial 86,rider 2,path 2,41,3,-6.666666666666667,-15,3
trial 86,rider 2,path 3,9,1,-6.0,-6,-6
trial 86,rider 3,path 1,27,1,-14.0,-14,-14
trial 86,rider 3,path 2,32,2,-12.0,-18,-6
trial 87,rider 1,path 1,11,1,-21.0,-21,-21
trial 87,rider 1,path 2,27,3,-10.333333333333334,-18,-5
trial 87,rider 2,path 1,13,1,-21.0,-21,-21
trial 87,rider 2,path 2,19,1,-18.0,-18,-18
trial 87,rider 2,path 3,27,2,-16.0,-21,-11
trial 87,rider 3,path 1,15,1,-20.0,-20,-20
trial 87,rider 3,path 2,15,1,-20.0,-20,-20
trial 87,rider 3,path 3,19,1,-18.0,-18,-18
trial 87,rider 3,path 4,25,2,-12.5,-18,-7
trial 88,rider 1,path 1,22,2,-14.5,-19,-10
trial 88,rider 1,path 2,19,1,-18.0,-18,-18
trial 88,rider 2,path 1,23,1,-16.0,-16,-16
trial 88,rider 2,path 2,21,1,-17.0,-17,-17
trial 88,rider 3,path 1,21,1,-17.0,-17,-17
trial 88,rider 3,path 2,33,3,-8.666666666666666,-15,1
trial 88,rider 3,path 3,47,4,2.75,-13,15
trial 89,rider 1,path 1,17,1,-19.0,-19,-19
trial 89,rider 1,path 2,21,1,-17.0,-17,-17
trial 89,rider 1,path 3,32,3,-8.666666666666666,-14,-5
trial 89,rider 2,path 1,20,2,-18.0,-23,-13
trial 89,rider 2,path 2,13,1,-21.0,-21,-21
trial 89,rider 2,path 3,34,3,-8.0,-18,3
trial 89,rider 3,path 1,25,1,-15.0,-15,-15
trial 89,rider 3,path 2,15,1,-20.0,-20,-20
trial 90,rider 1,path 1,15,1,-20.0,-20,-20
trial 90,rider 1,path 2,27,3,-10.333333333333334,-18,0
trial 90,rider 1,path 3,21,1,-17.0,-17,-17
trial 90,rider 2,path 1,15,1,-20.0,-20,-20
trial 90,rider 2,path 2,25,2,-14.0,-21,-7
trial 90,rider 2,path 3,17,1,-18.0,-18,-18
trial 90,rider 3,path 1,25,2,-16.5,-24,-9
trial 90,rider 3,path 2,30,2,-12.5,-15,-10
trial 91,rider 1,path 1,15,1,-20.0,-20,-20
trial 91,rider 1,path 2,35,3,-5.666666666666667,-16,3
trial 91,rider 2,path 1,32,2,-11.5,-19,-4
trial 91,rider 2,path 2,19,2,-22.0,-30,-14
trial 91,rider 3,path 1,17,1,-19.0,-19,-19
trial 91,rider 3,path 2,13,1,-21.0,-21,-21
trial 91,rider 3,path 3,37,3,-5.666666666666667,-18,2
trial 92,rider 1,path 1,17,1,-19.0,-19,-19
trial 92,rider 1,path 2,22,2,-13.0,-14,-12
trial 92,rider 1,path 3,20,2,-8.5,-10,-7
trial 92,rider 2,path 1,23,1,-16.0,-16,-16
trial 92,rider 2,path 2,21,1,-17.0,-17,-17
trial 92,rider 2,path 3,19,2,-16.0,-22,-10
trial 92,rider 3,path 1,17,1,-19.0,-19,-19
trial 92,rider 3,path 2,27,2,-15.0,-19,-11
trial 92,rider 3,path 3,29,1,-13.0,-13,-13
trial 93,rider 1,path 1,27,1,-14.0,-14,-14
trial 93,rider 1,path 2,38,3,-9.666666666666666,-20,-1
trial 93,rider 2,path 1,21,1,-17.0,-17,-17
trial 93,rider 2,path 2,11,1,-22.0,-22,-22
trial 93,rider 3,path 1,13,1,-21.0,-21,-21
trial 93,rider 3,path 2,59,6,0.5,-21,23
trial 94,rider 1,path 1,31,3,-10.0,-17,-1
trial 94,rider 2,path 1,32,3,-15.666666666666666,-26,-5
trial 94,rider 2,path 2,31,1,-2.0,-2,-2
trial 94,rider 3,path 1,27,1,-14.0,-14,-14
trial 94,rider 3,path 2,53,5,1.6,-12,20
trial 95,rider 1,path 1,41,4,-1.75,-15,7
trial 95,rider 2,path 1,21,1,-17.0,-17,-17
trial 95,rider 2,path 2,38,3,-4.666666666666667,-18,4
trial 95,rider 3,path 1,40,4,-5.0,-15,8
trial 95,rider 3,path 2,9,1,-11.0,-11,-11
trial 96,rider 1,path 1,19,1,-18.0,-18,-18
trial 96,rider 1,path 2,31,2,-7.5,-15,0
trial 96,rider 2,path 1,32,2,-7.0,-13,-1
trial 96,rider 3,path 1,25,1,-15.0,-15,-15
trial 96,rider 3,path 2,65,7,7.857142857142857,-13,35
trial 97,rider 1,path 1,19,1,-18.0,-18,-18
trial 97,rider 1,path 2,27,3,-7.666666666666667,-14,2
trial 97,rider 2,path 1,23,1,-16.0,-16,-16
trial 97,rider 2,path 2,44,4,-2.25,-19,13
trial 97,rider 3,path 1,29,1,-13.0,-13,-13
trial 97,rider 3,path 2,23,1,-6.0,-6,-6
trial 97,rider 3,path 3,33,2,-5.5,-14,3
trial 98,rider 1,path 1,19,2,-16.0,-18,-14
trial 98,rider 1,path 2,33,2,-11.5,-17,-6
trial 98,rider 2,path 1,54,5,2.4,-22,21
trial 98,rider 3,path 1,19,1,-18.0,-18,-18
trial 98,rider 3,path 2,23,1,-16.0,-16,-16
trial 98,rider 3,path 3,26,2,-8.0,-15,-1
trial 99,rider 1,path 1,15,1,-20.0,-20,-20
trial 99,rider 1,path 2,29,2,-16.5,-23,-10
trial 99,rider 2,path 1,17,1,-19.0,-19,-19
trial 99,rider 2,path 2,29,2,-13.5,-22,-5
trial 99,rider 3,path 1,23,1,-16.0,-16,-16
trial 99,rider 3,path 2,13,1,-21.0,-21,-21
trial 99,rider 3,path 3,47,5,1.8,-14,16
trial 100,rider 1,path 1,9,1,-23.0,-23,-23
trial 100,rider 1,path 2,22,2,-15.5,-22,-9
trial 100,rider 1,path 3,31,3,-3.0,-15,7
trial 100,rider 2,path 1,23,1,-16.0,-16,-16
trial 100,rider 2,path 2,17,1,-14.0,-14,-14
trial 100,rider 2,path 3,31,2,-10.5,-13,-8
trial 100,rider 3,path 1,23,1,-16.0,-16,-16
trial 100,rider 3,path 2,23,1,-16.0,-16,-16
trial 100,rider 3,path 3,23,1,-16.0,-16,-16
trial 101,rider 1,path 1,40,3,-9.333333333333334,-19,4
trial 101,rider 1,path 2,25,1,-6.0,-6,-6
trial 101,rider 2,path 1,21,1,-17.0,-17,-17
trial 101,rider 2,path 2,43,4,-3.75,-15,11
trial 101,rider 3,path 1,23,1,-16.0,-16,-16
trial 101,rider 3,path 2,15,1,-20.0,-20,-20
trial 101,rider 3,path 3,32,2,-11.5,-15,-8
trial 102,rider 1,path 1,39,4,-1.0,-9,6
trial 102,rider 1,path 2,34,2,11.0,8,14
trial 102,rider 2,path 1,25,1,-15.0,-15,-15
trial 102,rider 2,path 2,32,2,-13.0,-18,-8
trial 102,rider 3,path 1,29,1,-13.0,-13,-13
trial 102,rider 3,path 2,38,3,-4.0,-17,4
trial 103,rider 1,path 1,19,1,-18.0,-18,-18
trial 103,rider 1,path 2,29,3,-12.333333333333334,-17,-7
trial 103,rider 2,path 1,27,1,-14.0,-14,-14
trial 103,rider 2,path 2,22,2,-13.5,-19,-8
trial 103,rider 2,path 3,9,1,-11.0,-11,-11
trial 103,rider 3,path 1,17,1,-19.0,-19,-19
trial 103,rider 3,path 2,45,4,-4.75,-22,15
trial 104,rider 1,path 1,11,1,-22.0,-22,-22
trial 104,rider 1,path 2,36,3,-2.6666666666666665,-20,14
trial 104,rider 2,path 1,15,1,-20.0,-20,-20
trial 104,rider 2,path 2,36,3,-7.333333333333333,-11,-2
trial 104,rider 3,path 1,21,2,-22.0,-27,-17
trial 104,rider 3,path 2,33,2,-10.0,-19,-1
trial 104,rider 3,path 3,19,1,-11.0,-11,-11
trial 105,rider 1,path 1,14,2,-20.0,-23,-17
trial 105,rider 1,path 2,23,1,-16.0,-16,-16
trial 105,rider 1,path 3,27,2,-15.0,-22,-8
trial 105,rider 2,path 1,43,4,-4.75,-13,9
trial 105,rider 3,path 1,23,1,-16.0,-16,-16
trial 105,rider 3,path 2,39,3,-10.666666666666666,-20,-2
trial 106,rider 1,path 1,19,1,-18.0,-18,-18
trial 106,rider 1,path 2,17,1,-18.0,-18,-18
trial 106,rider 1,path 3,28,3,-10.666666666666666,-19,-5
trial 106,rider 2,path 1,40,3,-4.333333333333333,-15,7
trial 106,rider 2,path 2,31,2,-10.0,-12,-8
trial 106,rider 3,path 1,23,1,-16.0,-16,-16
trial 106,rider 3,path 2,30,2,-14.5,-19,-10
trial 107,rider 1,path 1,44,4,-9.5,-24,5
trial 107,rider 2,path 1,23,1,-16.0,-16,-16
trial 107,rider 2,path 2,11,1,-22.0,-22,-22
trial 107,rider 2,path 3,50,5,0.4,-24,20
trial 107,rider 3,path 1,23,1,-16.0,-16,-16
trial 107,rider 3,path 2,27,1,-14.0,-14,-14
trial 108,rider 1,path 1,26,2,-11.0,-17,-5
trial 108,rider 1,path 2,24,2,-14.5,-18,-11
trial 108,rider 2,path 1,27,1,-14.0,-14,-14
trial 108,rider 2,path 2,17,1,-19.0,-19,-19
trial 108,rider 2,path 3,32,2,-3.0,-7,1
trial 108,rider 3,path 1,13,1,-21.0,-21,-21
trial 108,rider 3,path 2,24,2,-15.0,-22,-8
trial 108,rider 3,path 3,25,2,-19.0,-26,-12
trial 109,rider 1,path 1,38,5,-0.4,-12,13
trial 109,rider 2,path 1,31,1,-12.0,-12,-12
trial 109,rider 2,path 2,33,4,-13.0,-22,-3
trial 109,rider 3,path 1,15,1,-20.0,-20,-20
trial 109,rider 3,path 2,19,1,-18.0,-18,-18
trial 109,rider 3,path 3,7,1,-24.0,-24,-24
trial 110,rider 1,path 1,19,1,-18.0,-18,-18
trial 110,rider 1,path 2,47,5,-2.0,-17,16
trial 110,rider 2,path 1,23,1,-16.0,-16,-16
trial 110,rider 2,path 2,23,1,-16.0,-16,-16
trial 110,rider 3,path 1,23,1,-16.0,-16,-16
trial 110,rider 3,path 2,21,1,-17.0,-17,-17
trial 110,rider 3,path 3,41,3,-8.0,-18,5
trial 111,rider 1,path 1,17,1,-19.0,-19,-19
trial 111,rider 1,path 2,29,2,-8.5,-9,-8
trial 111,rider 1,path 3,33,2,-6.0,-8,-4
trial 111,rider 2,path 1,19,1,-18.0,-18,-18
trial 111,rider 2,path 2,33,2,-12.5,-20,-5
trial 111,rider 3,path 1,23,1,-16.0,-16,-16
trial 111,rider 3,path 2,45,4,-4.75,-15,6
trial 112,rider 1,path 1,17,1,-19.0,-19,-19
trial 112,rider 1,path 2,29,2,-15.0,-20,-10
trial 112,rider 1,path 3,17,1,-16.0,-16,-16
trial 112,rider 2,path 1,29,3,-13.333333333333334,-19,-6
trial 112,rider 2,path 2,29,2,-12.0,-19,-5
trial 112,rider 3,path 1,23,1,-16.0,-16,-16
trial 112,rider 3,path 2,23,1,-16.0,-16,-16
trial 112,rider 3,path 3,34,2,-10.5,-17,-4
trial 113,rider 1,path 1,29,3,-13.666666666666666,-19,-8
trial 113,rider 1,path 2,40,3,-9.333333333333334,-23,3
trial 113,rider 2,path 1,27,1,-14.0,-14,-14
trial 113,rider 2,path 2,17,1,-19.0,-19,-19
trial 113,rider 2,path 3,29,1,-13.0,-13,-13
trial 113,rider 3,path 1,7,1,-24.0,-24,-24
trial 113,rider 3,path 2,15,1,-20.0,-20,-20
trial 113,rider 3,path 3,30,2,-13.5,-21,-6
trial 114,rider 1,path 1,13,1,-21.0,-21,-21
trial 114,rider 1,path 2,44,4,-3.0,-17,10
trial 114,rider 2,path 1,17,1,-19.0,-19,-19
trial 114,rider 2,path 2,17,1,-19.0,-19,-19
trial 114,rider 2,path 3,28,2,-11.0,-16,-6
trial 114,rider 3,path 1,27,1,-14.0,-14,-14
trial 114,rider 3,path 2,9,1,-23.0,-23,-23
trial 114,rider 3,path 3,31,2,-11.0,-20,-2
trial 115,rider 1,path 1,23,2,-14.5,-16,-13
trial 115,rider 1,path 2,34,2,-13.5,-20,-7
trial 115,rider 2,path 1,23,1,-16.0,-16,-16
trial 115,rider 2,path 2,27,1,-14.0,-14,-14
trial 115,rider 3,path 1,23,1,-16.0,-16,-16
trial 115,rider 3,path 2,56,6,4.666666666666667,-24,27
trial 116,rider 1,path 1,35,3,-12.0,-23,-2
trial 116,rider 2,path 1,23,1,-16.0,-16,-16
trial 116,rider 2,path 2,64,7,8.857142857142858,-19,33
trial 116,rider 3,path 1,25,1,-15.0,-15,-15
trial 116,rider 3,path 2,23,1,-16.0,-16,-16
trial 117,rider 1,path 1,21,1,-17.0,-17,-17
trial 117,rider 1,path 2,21,1,-17.0,-17,-17
trial 117,rider 1,path 3,47,5,3.4,-12,25
trial 117,rider 2,path 1,17,1,-19.0,-19,-19
trial 117,rider 2,path 2,27,1,-13.0,-13,-13
trial 117,rider 3,path 1,23,1,-16.0,-16,-16
trial 117,rider 3,path 2,15,1,-20.0,-20,-20
trial 117,rider 3,path 3,30,2,-14.5,-21,-8
trial 118,rider 1,path 1,17,2,-18.5,-21,-16
trial 118,rider 1,path 2,29,2,-13.0,-19,-7
trial 118,rider 1,path 3,30,2,-3.5,-5,-2
trial 118,rider 2,path 1,43,4,-6.75,-19,5
trial 118,rider 3,path 1,25,1,-15.0,-15,-15
trial 118,rider 3,path 2,29,2,-12.5,-15,-10
trial 119,rider 1,path 1,17,1,-19.0,-19,-19
trial 119,rider 1,path 2,25,1,-15.0,-15,-15
trial 119,rider 1,path 3,41,4,-2.75,-11,11
trial 119,rider 2,path 1,23,1,-16.0,-16,-16
trial 119,rider 2,path 2,37,3,-3.6666666666666665,-10,6
trial 119,rider 3,path 1,21,1,-17.0,-17,-17
trial 119,rider 3,path 2,34,2,-12.0,-17,-7
trial 120,rider 1,path 1,11,1,-22.0,-22,-22
trial 120,rider 1,path 2,32,3,-10.666666666666666,-23,-1
trial 120,rider 2,path 1,11,1,-22.0,-22,-22
trial 120,rider 2,path 2,27,1,-14.0,-14,-14
trial 120,rider 2,path 3,45,4,-2.25,-21,19
trial 120,rider 3,path 1,19,1,-18.0,-18,-18
trial 120,rider 3,path 2,25,1,-13.0,-13,-13
trial 120,rider 3,path 3,17,1,-19.0,-19,-19
trial 121,rider 1,path 1,46,5,0.6,-13,12
trial 121,rider 2,path 1,15,1,-20.0,-20,-20
trial 121,rider 2,path 2,30,2,-9.5,-11,-8
trial 121,rider 2,path 3,29,1,1.0,1,1
trial 121,rider 3,path 1,23,1,-16.0,-16,-16
trial 121,rider 3,path 2,31,3,-9.666666666666666,-16,-6
trial 122,rider 1,path 1,22,2,-13.5,-17,-10
trial 122,rider 1,path 2,24,2,-12.0,-13,-11
trial 122,rider 2,path 1,19,1,-18.0,-18,-18
trial 122,rider 2,path 2,19,1,-18.0,-18,-18
trial 122,rider 2,path 3,41,4,-1.25,-20,18
trial 122,rider 3,path 1,23,1,-16.0,-16,-16
trial 122,rider 3,path 2,27,2,-5.0,-17,7
trial 123,rider 1,path 1,23,1,-16.0,-16,-16
trial 123,rider 1,path 2,13,1,-21.0,-21,-21
trial 123,rider 1,path 3,34,2,-11.5,-18,-5
trial 123,rider 2,path 1,25,1,-15.0,-15,-15
trial 123,rider 2,path 2,15,1,-20.0,-20,-20
trial 123,rider 2,path 3,34,2,-9.0,-18,0
trial 123,rider 3,path 1,15,1,-20.0,-20,-20
trial 123,rider 3,path 2,44,4,-3.0,-23,12
trial 124,rider 1,path 1,26,3,-10.0,-14,-7
trial 124,rider 1,path 2,27,2,-10.0,-14,-6
trial 124,rider 2,path 1,23,1,-16.0,-16,-16
trial 124,rider 2,path 2,24,2,-12.5,-18,-7
trial 124,rider 2,path 3,13,1,-21.0,-21,-21
trial 124,rider 3,path 1,15,1,-20.0,-20,-20
trial 124,rider 3,path 2,23,2,-11.5,-17,-6
trial 124,rider 3,path 3,25,1,-13.0,-13,-13
trial 125,rider 1,path 1,13,1,-21.0,-21,-21
trial 125,rider 1,path 2,11,1,-19.0,-19,-19
trial 125,rider 1,path 3,34,2,-6.0,-9,-3
trial 125,rider 1,path 4,27,1,-9.0,-9,-9
trial 125,rider 2,path 1,23,1,-16.0,-16,-16
trial 125,rider 2,path 2,15,1,-20.0,-20,-20
trial 125,rider 3,path 1,19,1,-18.0,-18,-18
trial 125,rider 3,path 2,50,5,-0.2,-13,9
trial 126,rider 1,path 1,20,2,-16.0,-20,-12
trial 126,rider 1,path 2,21,1,-17.0,-17,-17
trial 126,rider 2,path 1,33,3,-10.333333333333334,-16,-6
trial 126,rider 3,path 1,23,1,-16.0,-16,-16
trial 126,rider 3,path 2,63,6,7.333333333333333,-15,31
trial 127,rider 1,path 1,31,2,-13.0,-18,-8
trial 127,rider 2,path 1,11,1,-22.0,-22,-22
trial 127,rider 2,path 2,42,5,-2.0,-20,16
trial 127,rider 3,path 1,19,1,-18.0,-18,-18
trial 127,rider 3,path 2,23,1,-16.0,-16,-16
trial 127,rider 3,path 3,39,3,-3.6666666666666665,-11,3
trial 128,rider 1,path 1,27,2,-16.5,-22,-11
trial 128,rider 1,path 2,29,1,-13.0,-13,-13
trial 128,rider 1,path 3,27,1,9.0,9,9
trial 128,rider 2,path 1,11,1,-22.0,-22,-22
trial 128,rider 2,path 2,59,7,6.714285714285714,-12,28
trial 129,rider 1,path 1,19,1,-18.0,-18,-18
trial 129,rider 1,path 2,30,2,-13.5,-17,-10
trial 129,rider 2,path 1,40,4,-7.75,-24,11
trial 129,rider 2,path 2,40,3,4.333333333333333,-6,17
trial 129,rider 3,path 1,21,1,-17.0,-17,-17
trial 129,rider 3,path 2,30,2,-12.0,-16,-8
trial 130,rider 1,path 1,21,1,-17.0,-17,-17
trial 130,rider 1,path 2,28,2,-3.5,-19,12
trial 130,rider 2,path 1,23,1,-14.0,-14,-14
trial 130,rider 2,path 2,28,2,-5.5,-9,-2
trial 130,rider 3,path 1,31,1,-12.0,-12,-12
trial 130,rider 3,path 2,60,6,6.166666666666667,-13,32
trial 131,rider 1,path 1,13,1,-21.0,-21,-21
trial 131,rider 1,path 2,34,2,-9.5,-18,-1
trial 131,rider 2,path 1,35,3,-7.666666666666667,-14,2
trial 131,rider 2,path 2,13,1,-21.0,-21,-21
trial 131,rider 3,path 1,17,1,-19.0,-19,-19
trial 131,rider 3,path 2,21,1,-17.0,-17,-17
trial 131,rider 3,path 3,45,4,-1.75,-15,15
trial 132,rider 1,path 1,40,3,-11.333333333333334,-20,-1
trial 132,rider 1,path 2,11,1,-20.0,-20,-20
trial 132,rider 2,path 1,11,1,-22.0,-22,-22
trial 132,rider 2,path 2,32,2,-12.0,-17,-7
trial 132,rider 3,path 1,11,1,-22.0,-22,-22
trial 132,rider 3,path 2,23,1,-15.0,-15,-15
trial 132,rider 3,path 3,47,4,-3.5,-21,13
trial 133,rider 1,path 1,13,1,-21.0,-21,-21
trial 133,rider 1,path 2,31,3,-13.0,-23,-4
trial 133,rider 1,path 3,27,1,-14.0,-14,-14
trial 133,rider 3,path 1,17,1,-19.0,-19,-19
trial 133,rider 3,path 2,13,1,-21.0,-21,-21
trial 133,rider 3,path 3,55,5,-0.6,-15,18
trial 134,rider 1,path 1,50,4,-3.25,-17,15
trial 134,rider 2,path 1,27,1,-14.0,-14,-14
trial 134,rider 2,path 2,34,2,-9.0,-13,-5
trial 134,rider 3,path 1,19,1,-18.0,-18,-18
trial 134,rider 3,path 2,28,2,-16.0,-21,-11
trial 134,rider 3,path 3,37,3,-6.666666666666667,-18,3
trial 135,rider 1,path 1,33,2,-11.0,-16,-6
trial 135,rider 1,path 2,35,3,-6.333333333333333,-11,-2
trial 135,rider 2,path 1,15,1,-20.0,-20,-20
trial 135,rider 2,path 2,32,2,-4.5,-7,-2
trial 135,rider 2,path 3,15,1,-19.0,-19,-19
trial 135,rider 3,path 1,23,1,-16.0,-16,-16
trial 135,rider 3,path 2,32,3,-16.0,-29,-9
trial 136,rider 1,path 1,17,1,-19.0,-19,-19
trial 136,rider 1,path 2,34,3,-9.0,-24,4
trial 136,rider 2,path 1,32,4,-15.25,-25,-4
trial 136,rider 2,path 2,32,2,-10.0,-15,-5
trial 136,rider 3,path 1,21,1,-17.0,-17,-17
trial 136,rider 3,path 2,31,1,-12.0,-12,-12
trial 136,rider 3,path 3,21,1,-1.0,-1,-1
trial 137,rider 1,path 1,9,1,-23.0,-23,-23
trial 137,rider 1,path 2,19,1,-18.0,-18,-18
trial 137,rider 1,path 3,42,4,3.0,-9,14
trial 137,rider 2,path 1,21,1,-17.0,-17,-17
trial 137,rider 2,path 2,46,4,-3.25,-16,10
trial 137,rider 3,path 1,19,1,-18.0,-18,-18
trial 137,rider 3,path 2,25,1,-13.0,-13,-13
trial 138,rider 1,path 1,17,1,-19.0,-19,-19
trial 138,rider 1,path 2,30,3,-10.666666666666666,-18,-6
trial 138,rider 1,path 3,36,2,-10.5,-18,-3
trial 138,rider 2,path 1,21,2,-17.0,-22,-12
trial 138,rider 2,path 2,9,1,-23.0,-23,-23
trial 138,rider 3,path 1,19,1,-18.0,-18,-18
trial 138,rider 3,path 2,33,3,-13.0,-24,-3
trial 139,rider 1,path 1,34,3,-3.6666666666666665,-10,1
trial 139,rider 1,path 2,44,4,-2.25,-17,9
trial 139,rider 2,path 1,34,2,-8.5,-15,-2
trial 139,rider 2,path 2,23,1,-16.0,-16,-16
